"","KO","trinity","path"
"22959","K17086","TRINITY_DN391_c0_g2_i1","NA"
"22961","K17086","TRINITY_DN391_c0_g3_i7","NA"
"22962","K03934","TRINITY_DN317_c0_g1_i1","ko00190"
"22965","K21867","TRINITY_DN397_c0_g1_i1","NA"
"22966","K08568","TRINITY_DN390_c0_g4_i1","ko04142"
"22967","K08568","TRINITY_DN390_c0_g2_i2","ko04142"
"22968","K08568","TRINITY_DN390_c0_g3_i1","ko04142"
"22970","K01365","TRINITY_DN390_c1_g1_i4","ko04140"
"22971","K05207","TRINITY_DN336_c0_g1_i1","ko04080"
"22976","K09015","TRINITY_DN392_c0_g2_i2","NA"
"22982","K16603","TRINITY_DN356_c0_g1_i2","NA"
"22983","K03033","TRINITY_DN301_c0_g1_i2","ko03050"
"22986","K20784","TRINITY_DN380_c0_g5_i1","ko00514"
"22987","K19603","TRINITY_DN380_c0_g6_i1","ko04657"
"22988","K19603","TRINITY_DN380_c0_g7_i1","ko04657"
"22989","K04371","TRINITY_DN380_c0_g1_i3","ko01521"
"22990","K19603","TRINITY_DN380_c0_g3_i1","ko04657"
"22991","K03141","TRINITY_DN6578_c1_g1_i4","ko03022"
"22992","K20784","TRINITY_DN380_c0_g8_i1","ko00514"
"22993","K13198","TRINITY_DN380_c1_g1_i1","NA"
"22998","K15109","TRINITY_DN364_c0_g1_i1","ko04714"
"23000","K05312","TRINITY_DN398_c0_g1_i1","NA"
"23003","K22855","TRINITY_DN386_c0_g1_i1","NA"
"23006","K02911","TRINITY_DN368_c0_g1_i1","ko03010"
"23008","K03688","TRINITY_DN385_c0_g1_i1","NA"
"23009","K08869","TRINITY_DN385_c0_g3_i2","NA"
"23010","K04554","TRINITY_DN385_c2_g1_i1","ko04120"
"23018","K15382","TRINITY_DN311_c0_g1_i1","NA"
"23019","K03762","TRINITY_DN311_c3_g1_i2","NA"
"23022","K15909","TRINITY_DN6591_c0_g2_i1","ko00562"
"23023","K08857","TRINITY_DN311_c1_g1_i4","NA"
"23024","K05633","TRINITY_DN311_c2_g1_i2","ko04120"
"23030","K00771","TRINITY_DN6574_c0_g1_i1","ko00532"
"23033","K15272","TRINITY_DN338_c0_g1_i1","NA"
"23034","K21596","TRINITY_DN373_c0_g4_i1","NA"
"23035","K21596","TRINITY_DN373_c0_g1_i5","NA"
"23036","K19525","TRINITY_DN373_c1_g3_i4","NA"
"23038","K11411","TRINITY_DN373_c1_g1_i1","ko04068"
"23043","K20783","TRINITY_DN21363_c0_g1_i1","ko00514"
"23048","K12471","TRINITY_DN21382_c0_g1_i1","ko04144"
"23050","K01624","TRINITY_DN6532_c0_g1_i1","ko00010"
"23051","K16729","TRINITY_DN21375_c0_g1_i1","NA"
"23053","K10408","TRINITY_DN21374_c0_g2_i1","ko05016"
"23054","K01489","TRINITY_DN21366_c0_g1_i1","ko00240"
"23059","K01456","TRINITY_DN21360_c0_g1_i1","ko04141"
"23060","K01624","TRINITY_DN6532_c0_g2_i1","ko00010"
"23061","K01114","TRINITY_DN21340_c0_g1_i4","ko00562"
"23062","K10355","TRINITY_DN21372_c0_g1_i1","NA"
"23066","K16219","TRINITY_DN21399_c0_g1_i1","NA"
"23073","K02726","TRINITY_DN21397_c0_g1_i1","ko03050"
"23074","K02726","TRINITY_DN21397_c0_g2_i1","ko03050"
"23078","K18595","TRINITY_DN21331_c0_g1_i1","NA"
"23086","K03165","TRINITY_DN21395_c0_g1_i2","ko03440"
"23087","K12375","TRINITY_DN21339_c0_g1_i1","NA"
"23095","K20131","TRINITY_DN35387_c0_g1_i1","NA"
"23100","K11438","TRINITY_DN35326_c0_g1_i1","NA"
"23101","K02977","TRINITY_DN35318_c0_g1_i1","ko03010"
"23105","K01923","TRINITY_DN35322_c0_g1_i1","ko00230"
"23107","K12821","TRINITY_DN35317_c0_g1_i1","ko03040"
"23116","K22745","TRINITY_DN6542_c0_g1_i3","ko04115"
"23123","K17086","TRINITY_DN30713_c0_g1_i1","NA"
"23128","K05666","TRINITY_DN30752_c1_g2_i1","ko01523"
"23130","K07759","TRINITY_DN6515_c0_g1_i1","NA"
"23139","K00601","TRINITY_DN35705_c0_g1_i1","ko00230"
"23143","K18172","TRINITY_DN35773_c0_g1_i1","NA"
"23149","K21866","TRINITY_DN6558_c1_g1_i1","NA"
"23153","K02406","TRINITY_DN35701_c0_g1_i1","ko02020"
"23156","K07304","TRINITY_DN35790_c0_g1_i1","NA"
"23159","K09569","TRINITY_DN35704_c0_g1_i1","NA"
"23160","K02899","TRINITY_DN35753_c0_g1_i1","ko03010"
"23163","K03263","TRINITY_DN35722_c0_g1_i1","NA"
"23165","K13412","TRINITY_DN7668_c0_g1_i1","ko04626"
"23166","K10655","TRINITY_DN7666_c0_g1_i9","NA"
"23167","K18156","TRINITY_DN7641_c0_g1_i3","NA"
"23173","K21806","TRINITY_DN7662_c0_g1_i1","NA"
"23174","K01883","TRINITY_DN7614_c0_g1_i1","ko00970"
"23176","K03773","TRINITY_DN7635_c0_g1_i1","NA"
"23182","K04354","TRINITY_DN7643_c0_g1_i2","ko03015"
"23183","K19759","TRINITY_DN7606_c1_g1_i1","NA"
"23184","K14835","TRINITY_DN7606_c0_g2_i2","NA"
"23188","K22733","TRINITY_DN7610_c0_g3_i2","NA"
"23190","K02365","TRINITY_DN6552_c1_g1_i1","ko04110"
"23197","K16580","TRINITY_DN7692_c0_g1_i1","NA"
"23202","K20367","TRINITY_DN7682_c0_g1_i1","NA"
"23203","K18757","TRINITY_DN7642_c0_g1_i4","NA"
"23207","K16882","TRINITY_DN7609_c0_g1_i1","ko04911"
"23208","K01183","TRINITY_DN7644_c0_g1_i5","ko00520"
"23215","K09518","TRINITY_DN7654_c0_g3_i1","ko04141"
"23216","K05034","TRINITY_DN7600_c0_g1_i1","ko04721"
"23217","K11968","TRINITY_DN7672_c0_g1_i1","NA"
"23221","K21196","TRINITY_DN6552_c0_g2_i1","ko00440"
"23222","K01285","TRINITY_DN7611_c1_g1_i1","ko04614"
"23225","K01379","TRINITY_DN7660_c0_g1_i2","ko04071"
"23226","K10798","TRINITY_DN7693_c1_g1_i1","ko03410"
"23233","K10601","TRINITY_DN7615_c0_g3_i6","ko04120"
"23242","K05349","TRINITY_DN7622_c0_g1_i3","ko00460"
"23246","K13137","TRINITY_DN7605_c0_g1_i1","ko03013"
"23247","K06252","TRINITY_DN7627_c0_g1_i4","ko04151"
"23249","K00108","TRINITY_DN7625_c1_g1_i1","ko00260"
"23254","K01409","TRINITY_DN7603_c0_g1_i3","NA"
"23258","K08853","TRINITY_DN7608_c0_g1_i6","NA"
"23260","K08855","TRINITY_DN7608_c0_g3_i1","NA"
"23262","K09188","TRINITY_DN7689_c0_g2_i1","ko00310"
"23265","K07198","TRINITY_DN7689_c0_g3_i1","ko04068"
"23267","K11000","TRINITY_DN7663_c0_g1_i1","NA"
"23268","K12373","TRINITY_DN7690_c0_g1_i2","ko00511"
"23273","K08515","TRINITY_DN7657_c1_g1_i1","ko04130"
"23274","K03772","TRINITY_DN7657_c0_g1_i1","NA"
"23305","K19784","TRINITY_DN15233_c0_g1_i1","NA"
"23316","K23289","TRINITY_DN15207_c0_g1_i1","NA"
"23317","K17600","TRINITY_DN15213_c0_g1_i1","NA"
"23319","K14950","TRINITY_DN15260_c0_g1_i1","NA"
"23323","K00507","TRINITY_DN6590_c0_g1_i2","ko01040"
"23328","K21953","TRINITY_DN15236_c0_g1_i1","NA"
"23331","K12200","TRINITY_DN15210_c0_g1_i2","ko04144"
"23333","K18055","TRINITY_DN15276_c0_g1_i1","NA"
"23335","K03256","TRINITY_DN15255_c0_g1_i2","NA"
"23337","K12603","TRINITY_DN15272_c0_g1_i1","ko03018"
"23348","K06252","TRINITY_DN15299_c0_g1_i1","ko04151"
"23349","K06252","TRINITY_DN15299_c0_g2_i1","ko04151"
"23351","K22733","TRINITY_DN15224_c0_g1_i1","NA"
"23359","K22721","TRINITY_DN15201_c0_g1_i1","NA"
"23363","K13103","TRINITY_DN13004_c0_g1_i2","NA"
"23365","K03403","TRINITY_DN15286_c0_g2_i6","ko00860"
"23377","K14610","TRINITY_DN15297_c0_g1_i4","ko04977"
"23388","K04354","TRINITY_DN22720_c0_g1_i1","ko03015"
"23390","K03237","TRINITY_DN22747_c0_g1_i1","ko03013"
"23394","K16896","TRINITY_DN22709_c0_g1_i1","ko04020"
"23395","K23438","TRINITY_DN22754_c0_g1_i2","NA"
"23397","K05679","TRINITY_DN22702_c0_g1_i1","ko02010"
"23407","K10408","TRINITY_DN22780_c0_g1_i1","ko05016"
"23408","K10396","TRINITY_DN22758_c0_g1_i1","ko04144"
"23419","K01835","TRINITY_DN6504_c0_g1_i7","ko00010"
"23422","K06674","TRINITY_DN22764_c0_g1_i1","ko04111"
"23423","K10397","TRINITY_DN22729_c0_g1_i1","NA"
"23426","K12611","TRINITY_DN521_c5_g1_i1","ko03018"
"23429","K01835","TRINITY_DN6504_c0_g2_i1","ko00010"
"23433","K12311","TRINITY_DN594_c0_g5_i1","ko00511"
"23435","K10798","TRINITY_DN594_c0_g1_i1","ko03410"
"23436","K10798","TRINITY_DN594_c0_g2_i1","ko03410"
"23437","K10798","TRINITY_DN594_c0_g3_i2","ko03410"
"23440","K06271","TRINITY_DN594_c6_g1_i2","ko04015"
"23445","K10768","TRINITY_DN594_c1_g1_i1","NA"
"23447","K10799","TRINITY_DN594_c1_g4_i1","NA"
"23454","K21806","TRINITY_DN531_c0_g2_i1","NA"
"23462","K02437","TRINITY_DN6503_c0_g1_i5","ko00260"
"23467","K01190","TRINITY_DN511_c5_g2_i1","ko00052"
"23470","K06196","TRINITY_DN586_c1_g2_i2","NA"
"23471","K03039","TRINITY_DN586_c0_g1_i13","ko03050"
"23473","K03039","TRINITY_DN586_c0_g2_i1","ko03050"
"23475","K00799","TRINITY_DN544_c0_g1_i2","ko00480"
"23476","K12872","TRINITY_DN517_c0_g1_i1","ko03040"
"23479","K01191","TRINITY_DN585_c0_g1_i1","ko00511"
"23481","K16533","TRINITY_DN596_c0_g2_i1","NA"
"23483","K16056","TRINITY_DN6505_c0_g1_i2","ko04020"
"23484","K15115","TRINITY_DN596_c2_g2_i1","NA"
"23487","K16457","TRINITY_DN596_c2_g1_i4","NA"
"23488","K15111","TRINITY_DN538_c0_g1_i1","NA"
"23491","K12739","TRINITY_DN554_c0_g2_i1","NA"
"23495","K12821","TRINITY_DN529_c0_g1_i4","ko03040"
"23511","K17580","TRINITY_DN501_c1_g1_i2","NA"
"23512","K11593","TRINITY_DN501_c2_g1_i2","NA"
"23513","K08245","TRINITY_DN539_c0_g1_i1","NA"
"23518","K01892","TRINITY_DN525_c0_g1_i1","ko00970"
"23519","K15102","TRINITY_DN546_c0_g1_i1","NA"
"23521","K15111","TRINITY_DN528_c2_g2_i1","NA"
"23523","K11836","TRINITY_DN528_c3_g1_i3","NA"
"23527","K00939","TRINITY_DN528_c7_g1_i1","ko00230"
"23528","K11412","TRINITY_DN528_c1_g3_i1","NA"
"23529","K14455","TRINITY_DN528_c1_g1_i1","ko00220"
"23532","K06688","TRINITY_DN528_c6_g1_i1","ko04120"
"23534","K00564","TRINITY_DN557_c0_g1_i2","NA"
"23535","K01462","TRINITY_DN534_c0_g2_i1","NA"
"23536","K06228","TRINITY_DN6596_c1_g6_i1","ko04341"
"23540","K14763","TRINITY_DN510_c0_g3_i1","NA"
"23543","K11584","TRINITY_DN582_c0_g5_i1","ko03015"
"23545","K06228","TRINITY_DN6596_c1_g5_i1","ko04341"
"23548","K15216","TRINITY_DN582_c4_g1_i1","NA"
"23549","K14950","TRINITY_DN582_c1_g2_i1","NA"
"23551","K22991","TRINITY_DN582_c2_g1_i2","NA"
"23563","K12398","TRINITY_DN564_c0_g5_i1","ko04142"
"23564","K03349","TRINITY_DN564_c0_g1_i1","ko04110"
"23565","K01530","TRINITY_DN13077_c0_g1_i1","NA"
"23570","K10455","TRINITY_DN571_c0_g7_i1","NA"
"23572","K04043","TRINITY_DN571_c0_g1_i4","ko03018"
"23574","K00469","TRINITY_DN571_c3_g1_i1","ko00053"
"23582","K22721","TRINITY_DN547_c0_g2_i2","NA"
"23595","K01907","TRINITY_DN549_c0_g2_i3","ko00280"
"23600","K14297","TRINITY_DN565_c0_g1_i1","ko03013"
"23602","K02152","TRINITY_DN565_c3_g1_i3","ko00190"
"23603","K14564","TRINITY_DN565_c4_g1_i1","ko03008"
"23606","K14565","TRINITY_DN565_c4_g3_i2","ko03008"
"23608","K04079","TRINITY_DN565_c1_g2_i1","ko04141"
"23609","K04079","TRINITY_DN565_c1_g1_i1","ko04141"
"23610","K06184","TRINITY_DN565_c2_g1_i1","NA"
"23612","K06207","TRINITY_DN537_c0_g1_i1","NA"
"23613","K06207","TRINITY_DN537_c0_g2_i1","NA"
"23614","K11454","TRINITY_DN599_c0_g1_i1","NA"
"23615","K02945","TRINITY_DN545_c0_g1_i1","ko03010"
"23618","K15272","TRINITY_DN535_c0_g1_i1","NA"
"23619","K00963","TRINITY_DN535_c0_g2_i5","ko00040"
"23620","K07905","TRINITY_DN535_c0_g3_i1","ko04144"
"23624","K03861","TRINITY_DN535_c1_g2_i3","ko00563"
"23625","K02183","TRINITY_DN535_c1_g1_i1","ko04014"
"23626","K06416","TRINITY_DN535_c2_g1_i1","NA"
"23640","K02946","TRINITY_DN588_c0_g1_i1","ko03010"
"23646","K00382","TRINITY_DN47257_c0_g1_i1","ko00010"
"23647","K00254","TRINITY_DN506_c1_g7_i1","ko00240"
"23652","K14554","TRINITY_DN514_c0_g1_i1","ko03008"
"23653","K15117","TRINITY_DN514_c0_g2_i1","NA"
"23657","K07126","TRINITY_DN47278_c0_g1_i1","NA"
"23664","K01338","TRINITY_DN527_c0_g2_i1","ko04112"
"23671","K06316","TRINITY_DN509_c0_g1_i3","NA"
"23673","K02960","TRINITY_DN541_c0_g1_i2","ko03010"
"23674","K10406","TRINITY_DN503_c1_g1_i2","NA"
"23679","K15123","TRINITY_DN573_c1_g1_i1","NA"
"23683","K22523","TRINITY_DN38273_c0_g1_i1","NA"
"23685","K13524","TRINITY_DN38292_c0_g1_i1","ko00250"
"23686","K06027","TRINITY_DN47258_c0_g1_i1","ko04138"
"23687","K22721","TRINITY_DN38200_c0_g1_i1","NA"
"23690","K00366","TRINITY_DN38225_c0_g1_i1","ko00910"
"23701","K11594","TRINITY_DN38282_c0_g1_i3","ko04622"
"23702","K02955","TRINITY_DN38209_c0_g1_i1","ko03010"
"23704","K20165","TRINITY_DN26597_c0_g1_i1","NA"
"23713","K04887","TRINITY_DN26512_c0_g1_i1","NA"
"23714","K10396","TRINITY_DN26514_c0_g1_i1","ko04144"
"23718","K01803","TRINITY_DN26503_c0_g1_i1","ko00010"
"23719","K05542","TRINITY_DN47209_c0_g1_i1","NA"
"23721","K23424","TRINITY_DN26504_c0_g1_i1","NA"
"23722","K15102","TRINITY_DN26547_c0_g1_i1","NA"
"23724","K10268","TRINITY_DN26577_c0_g1_i2","NA"
"23727","K07203","TRINITY_DN32554_c0_g1_i1","ko01521"
"23733","K11223","TRINITY_DN32517_c0_g1_i1","ko04012"
"23739","K10408","TRINITY_DN32551_c0_g1_i1","ko05016"
"23741","K01462","TRINITY_DN32527_c0_g1_i4","NA"
"23751","K22614","TRINITY_DN29273_c0_g1_i1","NA"
"23754","K05849","TRINITY_DN27081_c0_g1_i1","ko04020"
"23766","K21993","TRINITY_DN42485_c0_g1_i1","NA"
"23772","K10738","TRINITY_DN47294_c0_g1_i1","NA"
"23774","K00097","TRINITY_DN42462_c0_g1_i1","ko00750"
"23778","K04563","TRINITY_DN4232_c0_g1_i2","ko04011"
"23779","K02880","TRINITY_DN4275_c0_g1_i1","ko03010"
"23782","K03773","TRINITY_DN4277_c0_g1_i4","NA"
"23788","K09955","TRINITY_DN4230_c2_g1_i1","NA"
"23791","K15601","TRINITY_DN4271_c0_g1_i1","ko04714"
"23793","K01106","TRINITY_DN4269_c0_g2_i2","ko00562"
"23794","K17619","TRINITY_DN4269_c0_g3_i1","NA"
"23795","K10408","TRINITY_DN4220_c0_g1_i1","ko05016"
"23802","K10578","TRINITY_DN4285_c0_g1_i1","ko04120"
"23807","K20875","TRINITY_DN47205_c0_g1_i1","NA"
"23811","K18693","TRINITY_DN4292_c0_g1_i5","ko00561"
"23813","K17985","TRINITY_DN4295_c0_g2_i3","ko04137"
"23816","K01885","TRINITY_DN4253_c0_g2_i4","ko00860"
"23820","K01507","TRINITY_DN4246_c0_g3_i1","ko00190"
"23821","K13115","TRINITY_DN4246_c1_g1_i1","NA"
"23822","K06891","TRINITY_DN4254_c0_g1_i1","NA"
"23826","K06999","TRINITY_DN4238_c2_g3_i1","NA"
"23828","K00652","TRINITY_DN4238_c4_g1_i2","ko00780"
"23829","K12381","TRINITY_DN4238_c1_g3_i1","ko04142"
"23834","K12492","TRINITY_DN4200_c0_g1_i2","ko04144"
"23836","K00029","TRINITY_DN4278_c0_g1_i1","ko00620"
"23838","K06891","TRINITY_DN4206_c0_g1_i2","NA"
"23842","K16457","TRINITY_DN4284_c0_g1_i4","NA"
"23845","K20175","TRINITY_DN4239_c0_g1_i1","NA"
"23854","K17609","TRINITY_DN4276_c0_g1_i2","NA"
"23855","K16055","TRINITY_DN4258_c0_g1_i3","ko00500"
"23856","K15027","TRINITY_DN4221_c0_g1_i1","NA"
"23864","K19870","TRINITY_DN4243_c0_g1_i1","NA"
"23865","K00833","TRINITY_DN4273_c0_g1_i1","ko00780"
"23866","K09421","TRINITY_DN4211_c2_g2_i1","NA"
"23867","K09420","TRINITY_DN4211_c2_g1_i2","ko04151"
"23868","K10080","TRINITY_DN4202_c0_g4_i2","ko04141"
"23869","K04498","TRINITY_DN4202_c0_g1_i1","ko04024"
"23871","K04498","TRINITY_DN4202_c0_g3_i1","ko04024"
"23875","K00995","TRINITY_DN4257_c0_g4_i1","ko00564"
"23883","K01193","TRINITY_DN4293_c0_g1_i2","ko00052"
"23891","K15449","TRINITY_DN12271_c1_g1_i1","NA"
"23901","K00671","TRINITY_DN12271_c0_g1_i1","NA"
"23904","K02183","TRINITY_DN1783_c0_g1_i22","ko04014"
"23906","K23093","TRINITY_DN1746_c0_g1_i1","NA"
"23907","K03119","TRINITY_DN1735_c0_g1_i2","ko00430"
"23911","K17616","TRINITY_DN1778_c5_g1_i1","NA"
"23913","K09667","TRINITY_DN1778_c3_g1_i2","ko00514"
"23915","K08288","TRINITY_DN1787_c0_g2_i2","ko04141"
"23918","K22390","TRINITY_DN1751_c1_g1_i1","NA"
"23919","K22390","TRINITY_DN1751_c2_g1_i2","NA"
"23921","K01779","TRINITY_DN1760_c0_g1_i1","ko00250"
"23924","K03695","TRINITY_DN1793_c1_g3_i1","ko04213"
"23925","K03695","TRINITY_DN1793_c1_g2_i1","ko04213"
"23926","K19302","TRINITY_DN1730_c0_g1_i1","ko00550"
"23932","K03235","TRINITY_DN1798_c1_g1_i1","NA"
"23933","K00921","TRINITY_DN1798_c2_g1_i4","ko00562"
"23935","K03235","TRINITY_DN1798_c1_g4_i3","NA"
"23940","K11308","TRINITY_DN1757_c0_g1_i1","NA"
"23941","K11308","TRINITY_DN1757_c0_g2_i1","NA"
"23942","K10577","TRINITY_DN13052_c0_g1_i1","ko03013"
"23943","K07052","TRINITY_DN12264_c0_g1_i1","NA"
"23944","K11308","TRINITY_DN1757_c0_g3_i1","NA"
"23946","K01186","TRINITY_DN1757_c4_g1_i1","ko00511"
"23948","K00472","TRINITY_DN1757_c1_g2_i1","ko00330"
"23949","K00472","TRINITY_DN1757_c1_g1_i1","ko00330"
"23951","K10277","TRINITY_DN1757_c6_g1_i1","NA"
"23953","K11536","TRINITY_DN1734_c1_g1_i1","NA"
"23955","K00889","TRINITY_DN1734_c0_g1_i1","ko00562"
"23956","K00889","TRINITY_DN1734_c0_g2_i1","ko00562"
"23957","K10408","TRINITY_DN1764_c0_g4_i1","ko05016"
"23958","K10408","TRINITY_DN1764_c0_g1_i1","ko05016"
"23959","K10408","TRINITY_DN1764_c0_g2_i1","ko05016"
"23960","K10408","TRINITY_DN1764_c0_g3_i2","ko05016"
"23961","K10408","TRINITY_DN1764_c1_g2_i1","ko05016"
"23962","K10408","TRINITY_DN1764_c1_g1_i2","ko05016"
"23969","K00889","TRINITY_DN1732_c0_g1_i1","ko00562"
"23981","K12166","TRINITY_DN1775_c5_g1_i1","NA"
"23983","K14997","TRINITY_DN12204_c0_g4_i1","NA"
"23986","K01195","TRINITY_DN1775_c1_g1_i2","ko00040"
"23989","K12399","TRINITY_DN1766_c1_g1_i4","ko04142"
"23990","K08857","TRINITY_DN1766_c0_g1_i1","NA"
"23993","K21970","TRINITY_DN12204_c0_g1_i1","NA"
"23998","K07294","TRINITY_DN1785_c0_g1_i1","ko03320"
"23999","K01061","TRINITY_DN1725_c0_g1_i1","ko00361"
"24006","K11290","TRINITY_DN1703_c0_g1_i2","NA"
"24012","K03979","TRINITY_DN1710_c0_g1_i4","NA"
"24016","K12817","TRINITY_DN1710_c3_g1_i2","ko03040"
"24018","K02927","TRINITY_DN1713_c0_g4_i1","ko03010"
"24020","K12403","TRINITY_DN1713_c0_g3_i1","ko04142"
"24021","K02260","TRINITY_DN1780_c0_g1_i1","ko00190"
"24022","K02260","TRINITY_DN1780_c0_g2_i2","ko00190"
"24023","K07879","TRINITY_DN1749_c0_g1_i2","ko04144"
"24025","K04967","TRINITY_DN1727_c0_g1_i1","ko04360"
"24026","K09420","TRINITY_DN1759_c0_g1_i1","ko04151"
"24027","K14863","TRINITY_DN1719_c0_g4_i2","NA"
"24028","K19787","TRINITY_DN1719_c0_g1_i3","ko00340"
"24030","K05207","TRINITY_DN1719_c0_g3_i1","ko04080"
"24031","K02641","TRINITY_DN1742_c0_g1_i3","ko00195"
"24032","K02641","TRINITY_DN1742_c0_g2_i1","ko00195"
"24035","K00166","TRINITY_DN1712_c0_g1_i1","ko00280"
"24036","K00166","TRINITY_DN1712_c0_g2_i1","ko00280"
"24039","K03144","TRINITY_DN1784_c0_g1_i1","ko03022"
"24045","K10895","TRINITY_DN1786_c0_g1_i1","ko03460"
"24050","K01414","TRINITY_DN1786_c7_g1_i1","NA"
"24051","K10591","TRINITY_DN1786_c8_g1_i1","ko04011"
"24053","K20032","TRINITY_DN1786_c1_g2_i2","NA"
"24058","K07877","TRINITY_DN1769_c0_g1_i5","ko04152"
"24060","K09565","TRINITY_DN1795_c1_g3_i1","ko04020"
"24061","K09565","TRINITY_DN1795_c1_g2_i5","ko04020"
"24062","K10598","TRINITY_DN1795_c1_g1_i1","ko04120"
"24064","K02493","TRINITY_DN1795_c1_g6_i1","NA"
"24065","K01802","TRINITY_DN1795_c1_g5_i2","NA"
"24067","K23359","TRINITY_DN1779_c0_g1_i4","ko00791"
"24068","K17892","TRINITY_DN1731_c0_g1_i1","NA"
"24079","K18443","TRINITY_DN1736_c2_g1_i3","ko04144"
"24080","K08910","TRINITY_DN1747_c0_g1_i4","ko00196"
"24082","K03283","TRINITY_DN1791_c0_g1_i9","ko03040"
"24083","K09490","TRINITY_DN1791_c0_g2_i1","ko03060"
"24088","K12447","TRINITY_DN1737_c1_g1_i1","ko00040"
"24095","K11832","TRINITY_DN1714_c0_g1_i1","ko03460"
"24096","K05184","TRINITY_DN1720_c0_g1_i3","ko04080"
"24098","K10408","TRINITY_DN46702_c0_g1_i1","ko05016"
"24099","K12845","TRINITY_DN46705_c0_g1_i1","ko03008"
"24101","K00276","TRINITY_DN46708_c0_g1_i1","ko00260"
"24110","K02896","TRINITY_DN46754_c0_g1_i1","ko03010"
"24112","K01136","TRINITY_DN46780_c0_g1_i1","ko00531"
"24113","K08330","TRINITY_DN46759_c0_g1_i1","ko04136"
"24124","K12394","TRINITY_DN46763_c0_g1_i1","ko04142"
"24131","K00555","TRINITY_DN14678_c0_g1_i1","NA"
"24134","K09257","TRINITY_DN14611_c0_g1_i1","NA"
"24136","K19619","TRINITY_DN14628_c0_g1_i1","NA"
"24138","K11594","TRINITY_DN14662_c0_g1_i1","ko04622"
"24148","K07513","TRINITY_DN14695_c0_g1_i1","ko00071"
"24150","K01053","TRINITY_DN14605_c0_g1_i2","ko00030"
"24151","K03695","TRINITY_DN14621_c0_g1_i1","ko04213"
"24160","K15528","TRINITY_DN14618_c0_g1_i1","ko04723"
"24164","K22647","TRINITY_DN14665_c0_g1_i2","NA"
"24170","K09560","TRINITY_DN14619_c0_g1_i7","NA"
"24186","K03130","TRINITY_DN14622_c0_g1_i1","ko03022"
"24187","K13989","TRINITY_DN14638_c0_g1_i1","ko04141"
"24188","K00329","TRINITY_DN14617_c3_g1_i1","ko00190"
"24189","K00356","TRINITY_DN14617_c3_g1_i1","ko00190"
"24191","K00284","TRINITY_DN14632_c0_g1_i1","ko00630"
"24192","K01338","TRINITY_DN14603_c1_g1_i1","ko04112"
"24199","K00789","TRINITY_DN28288_c0_g1_i1","ko00270"
"24201","K00231","TRINITY_DN28272_c0_g1_i1","ko00860"
"24202","K10626","TRINITY_DN28244_c0_g1_i1","NA"
"24203","K03235","TRINITY_DN12238_c1_g1_i1","NA"
"24205","K02942","TRINITY_DN28235_c0_g1_i1","ko03010"
"24212","K10395","TRINITY_DN28230_c0_g1_i1","NA"
"24213","K16469","TRINITY_DN28216_c0_g1_i1","NA"
"24221","K08143","TRINITY_DN28225_c0_g1_i1","ko04973"
"24224","K12165","TRINITY_DN1645_c0_g1_i5","NA"
"24225","K01275","TRINITY_DN13013_c0_g1_i1","ko04142"
"24226","K01726","TRINITY_DN12215_c0_g1_i1","NA"
"24227","K01711","TRINITY_DN1601_c0_g1_i1","ko00051"
"24228","K16465","TRINITY_DN1678_c1_g2_i1","NA"
"24229","K15014","TRINITY_DN1678_c0_g1_i4","NA"
"24231","K22145","TRINITY_DN1682_c0_g1_i2","NA"
"24236","K20777","TRINITY_DN1636_c2_g1_i2","NA"
"24237","K01092","TRINITY_DN1635_c0_g1_i3","ko00521"
"24239","K01087","TRINITY_DN1623_c0_g1_i1","ko00500"
"24241","K08202","TRINITY_DN1698_c1_g1_i1","ko05231"
"24244","K10949","TRINITY_DN12225_c0_g1_i1","ko05110"
"24258","K12160","TRINITY_DN1692_c2_g1_i2","ko03013"
"24259","K13346","TRINITY_DN1633_c0_g1_i6","ko04146"
"24266","K02328","TRINITY_DN1617_c0_g3_i1","ko03030"
"24267","K11090","TRINITY_DN1617_c3_g1_i2","ko05322"
"24271","K04565","TRINITY_DN1694_c0_g1_i2","ko04146"
"24272","K18043","TRINITY_DN1652_c0_g1_i3","NA"
"24273","K18043","TRINITY_DN1652_c0_g2_i5","NA"
"24274","K14006","TRINITY_DN1658_c0_g1_i1","ko04141"
"24277","K03704","TRINITY_DN1640_c0_g1_i4","NA"
"24279","K15601","TRINITY_DN1612_c0_g1_i6","ko04714"
"24283","K18327","TRINITY_DN1683_c3_g1_i2","NA"
"24284","K09512","TRINITY_DN1683_c1_g2_i1","NA"
"24289","K17987","TRINITY_DN1637_c0_g1_i1","ko04137"
"24291","K15178","TRINITY_DN1637_c3_g1_i6","NA"
"24292","K18061","TRINITY_DN1637_c3_g3_i1","NA"
"24294","K12172","TRINITY_DN1637_c7_g1_i2","ko03013"
"24296","K00872","TRINITY_DN1637_c2_g2_i1","ko00260"
"24297","K03032","TRINITY_DN1637_c1_g2_i1","ko03050"
"24298","K03032","TRINITY_DN1637_c1_g1_i1","ko03050"
"24299","K14439","TRINITY_DN1637_c2_g4_i1","ko04550"
"24300","K14439","TRINITY_DN1637_c2_g5_i1","ko04550"
"24301","K15192","TRINITY_DN1637_c6_g1_i2","NA"
"24304","K09667","TRINITY_DN12268_c0_g1_i1","ko00514"
"24306","K08582","TRINITY_DN1699_c1_g1_i1","NA"
